iter	RMSE
351	0.2531513182
352	0.2526612206
353	0.252457311
354	0.2521896533
355	0.2520910005
356	0.2519472245
357	0.2516971242
358	0.2514796752
359	0.2513391704
360	0.2511438514
361	0.2510312016
362	0.2509258401
363	0.250474319
364	0.2503700808
365	0.2502137779
366	0.2499527013
367	0.249762219
368	0.249621257
369	0.2494279855
370	0.2492898668
371	0.2490598185
372	0.2488981796
373	0.2485919929
374	0.2483692233
375	0.2482111059
376	0.2480484976
377	0.2478946839
378	0.2477366364
379	0.2473205767
380	0.2470281746
381	0.2468484612
382	0.2467353537
383	0.2463589027
384	0.2461769807
385	0.2457552245
386	0.2454823193
387	0.2453195136
388	0.2451597631
389	0.2448396431
390	0.2447053437
391	0.2445971333
392	0.2443705132
393	0.2441076731
394	0.2440229785
395	0.2438035509
396	0.2436945861
397	0.2434972942
398	0.2433190952
399	0.2431083547
400	0.2430364494
401	0.2429052279
402	0.2427305533
403	0.2425782304
404	0.2423891046
405	0.242160871
406	0.2418446428
407	0.2417666205
408	0.2416181592
409	0.241319215
410	0.241122558
411	0.240957675
412	0.2407770099
413	0.2406419749
414	0.2405261274
415	0.2404251094
416	0.2403536373
417	0.2402653445
418	0.2401141455
419	0.2398551312
420	0.2396528509
421	0.2393349272
422	0.2391394132
423	0.2388480602
424	0.2386713579
425	0.238481567
426	0.2381101405
427	0.2379621173
428	0.2375738647
429	0.237340554
430	0.2370949825
431	0.2369021287
432	0.2366999546
433	0.2365916824
434	0.236341235
435	0.23606371
436	0.2358714592
437	0.23568378
438	0.2355814479
439	0.2354642057
440	0.2353824057
441	0.2351637634
442	0.2349992084
443	0.2347387564
444	0.2345279078
445	0.2344390793
446	0.2341604887
447	0.2340220609
448	0.2339677204
449	0.2337548116
450	0.2336128906
451	0.2333849361
452	0.2332337252
453	0.2329617933
454	0.2328148481
455	0.2326829329
456	0.2325126381
457	0.2323881249
458	0.2322801623
459	0.2321556846
460	0.2320836157
461	0.2319790434
462	0.2318410698
463	0.2317078346
464	0.2314694807
465	0.231380167
466	0.2313146892
467	0.2311346564
468	0.2310180917
469	0.2309165585
470	0.2307620008
471	0.230518164
472	0.2303939567
473	0.230299355
474	0.2301153176
475	0.2298789149
476	0.2296979501
477	0.2295659855
478	0.2293436239
479	0.229188164
480	0.2290606978
481	0.2289991217
482	0.2287750487
483	0.2287000586
484	0.228584712
485	0.2283915263
486	0.2283069672
487	0.2282390703
488	0.2280874663
489	0.2279540704
490	0.2278333883
491	0.2276995116
492	0.2276149583
493	0.2274684664
494	0.2273832189
495	0.2272706262
496	0.2271634316
497	0.2269980976
498	0.2268392796
499	0.2266542009
500	0.2265180147
501	0.2263031161
502	0.2261944652
503	0.22607916
504	0.2259552403
505	0.2258235518
506	0.2257684403
507	0.2256544412
508	0.2255859478
509	0.2254671026
510	0.2253731456
511	0.2250755087
512	0.2249740135
513	0.2248248908
514	0.2246246953
515	0.2244902192
516	0.224378686
517	0.2241903943
518	0.2239955856
519	0.223878125
520	0.2237750967
521	0.2237023993
522	0.2236140678
523	0.2234665225
524	0.2233981096
525	0.2232261984
526	0.223051842
527	0.2229281111
528	0.2228806285
529	0.222795864
530	0.2227298737
531	0.2226215889
532	0.222452153
533	0.2223473951
534	0.2221573186
535	0.2220749417
536	0.2219308188
537	0.2218495346
538	0.2216463964
539	0.221541773
540	0.221454531
541	0.2213536654
542	0.2212217552
543	0.2210361622
544	0.2209766371
545	0.220894641
546	0.2208229895
547	0.2206438919
548	0.2206023018
549	0.2205011822
550	0.2204127297
551	0.2202319561
552	0.2200689775
553	0.2199033665
554	0.2197896081
555	0.2196683379
556	0.2195305455
557	0.2193849379
558	0.2192832751
559	0.2191812217
560	0.2190839226
561	0.2190224748
562	0.2188976725
563	0.2188415971
564	0.2187798458
565	0.2186677924
566	0.2185825406
567	0.2185291235
568	0.2183497993
569	0.2182171136
570	0.2180555471
571	0.2179696991
572	0.2178977719
573	0.21780165
574	0.2177183521
575	0.2176713537
576	0.2176129982
577	0.2174609055
578	0.2173651503
579	0.2172446597
580	0.2171921141
581	0.2171014105
582	0.2170629773
583	0.2169517799
584	0.216844044
585	0.2167829944
586	0.2166628351
587	0.2165492805
588	0.2164568371
589	0.2163718916
590	0.2162729992
591	0.216193751
592	0.21605962
593	0.2159288068
594	0.2158176637
595	0.2157066314
596	0.2155945222
597	0.2154687176
598	0.2153457042
599	0.2152339238
600	0.2150590778
601	0.2149722553
602	0.2149037053
603	0.2147769335
604	0.2146979932
605	0.2145901786
606	0.2144278272
607	0.2142678217
608	0.2141195336
609	0.2139831726
610	0.2138757531
611	0.2137959578
612	0.2136636058
613	0.2135611734
614	0.2134894588
615	0.2133966908
616	0.2132817114
617	0.2132412679
618	0.2131091348
619	0.2130154147
620	0.2129163959
621	0.2128579528
622	0.2127316387
623	0.2126442017
624	0.2125578846
625	0.2124779606
626	0.212369645
627	0.2122583371
628	0.2121786433
629	0.2120569011
630	0.2119340431
631	0.2118431943
632	0.2117305443
633	0.211642198
634	0.2115136037
635	0.2114212215
636	0.2113628038
637	0.2113054028
638	0.2111648531
639	0.2110770305
640	0.2110434551
641	0.2109584411
642	0.2108449513
643	0.2107024151
644	0.2106489188
645	0.2105225175
646	0.2103822747
647	0.2103405581
648	0.2101723671
649	0.2100342164
650	0.2099891363
651	0.2098826558
652	0.2097986418
653	0.2095977983
654	0.2094707517
655	0.2093574125
656	0.2091960752
657	0.2091338439
658	0.2089958297
659	0.2089185898
660	0.2088734003
661	0.2087641983
662	0.2086442736
663	0.2085588317
664	0.2084311825
665	0.208318327
666	0.2082213833
667	0.2081114903
668	0.2079527168
669	0.2078045897
670	0.2076234603
671	0.2075681609
672	0.2074377547
673	0.2073515348
674	0.2072531158
675	0.2071568512
676	0.2069997479
677	0.2069239186
678	0.2067994997
679	0.2066545595
680	0.2065612407
681	0.2064475248
682	0.2063379133
683	0.2062777449
684	0.2061375809
685	0.2060151964
686	0.2059729648
687	0.2058923072
688	0.2057899447
689	0.2056899996
690	0.2056466978
691	0.2055924456
692	0.2054748524
693	0.2053736545
694	0.2052580735
695	0.20517399
696	0.2051082167
697	0.2049780317
698	0.2049104938
699	0.2047439233
700	0.2046059986
701	0.2044974101
702	0.2043838879
703	0.204308093
704	0.2042524953
705	0.2042081325
706	0.2041230328
707	0.2040746194
708	0.2039871678
709	0.2038916093
710	0.2038245519
711	0.2037081162
712	0.2036257716
713	0.2034894919
714	0.2033783279
715	0.203308042
716	0.2031867163
717	0.2031131128
718	0.2030220932
719	0.2029428899
720	0.2028644576
721	0.2027393471
722	0.2026584109
723	0.2026043226
724	0.202533807
725	0.2024483435
726	0.2023446478
727	0.2022506609
728	0.2020918715
729	0.2019230701
730	0.201782498
731	0.2016587405
732	0.2015505336
733	0.2014081902
734	0.2013275895
735	0.20124098
736	0.2011526344
737	0.2010319561
738	0.2009451981
739	0.2008934502
740	0.2008150628
741	0.2007584453
742	0.200724459
743	0.2006372632
744	0.2005440265
745	0.2004203936
746	0.2003682362
747	0.2003041171
748	0.2002500307
749	0.2001341757
750	0.2000309398
751	0.1999609872
752	0.1998375171
753	0.199688749
754	0.1996509384
755	0.1995596509
756	0.1994736555
757	0.1994154042
758	0.1993374394
759	0.1992985536
760	0.1992754396
761	0.1991687123
762	0.199076756
763	0.1990175495
764	0.1989862613
765	0.1988928572
766	0.1988284418
767	0.1987698683
768	0.198700146
769	0.1986282095
770	0.1985498414
771	0.1984745132
772	0.1983349679
773	0.1983145538
774	0.1982138668
775	0.198183337
776	0.1981319621
777	0.1979917426
778	0.1979090268
779	0.1978373105
780	0.197740737
781	0.1975992337
782	0.1975312607
783	0.1974702141
784	0.1974384886
785	0.197372753
786	0.1973329127
787	0.1972409694
788	0.1971658844
789	0.1971047072
790	0.1970266102
791	0.196972905
792	0.1969000731
793	0.1968206302
794	0.196664615
795	0.1966386089
796	0.196605782
797	0.1965549219
798	0.1964569536
799	0.1963649863
800	0.1963214288
801	0.1962642269
802	0.196017437
803	0.1959246398
804	0.1958746159
805	0.1958082749
806	0.1957359836
807	0.1956962724
808	0.1956132723
809	0.1955224553
810	0.1954909311
811	0.1954307406
812	0.1953975046
813	0.1953090551
814	0.1952668272
815	0.1951931488
816	0.1951120722
817	0.1950350626
818	0.1950005394
819	0.194931608
820	0.1948901473
821	0.1947768067
822	0.1947089045
823	0.1946459576
824	0.1946047182
825	0.1945698872
826	0.1945680367
827	0.1944467295
828	0.1943718104
829	0.1943018714
830	0.1942652549
831	0.1941505146
832	0.194073729
833	0.1940472547
834	0.1939857982
835	0.193913593
836	0.1938532878
837	0.1937781974
838	0.193711867
839	0.1936641833
840	0.1935899573
841	0.1935361132
842	0.1934227654
843	0.1931681365
844	0.1931319697
845	0.1930736531
846	0.1929965037
847	0.192907859
848	0.1928276999
849	0.1927302255
850	0.1926518036
851	0.1925977074
852	0.1925315033
853	0.1924739971
854	0.1924292463
855	0.1923443192
856	0.1922880667
857	0.1922171723
858	0.1921591548
859	0.1921255581
860	0.1919916123
861	0.1919168147
862	0.1918533202
863	0.1917710095
864	0.1917075023
865	0.1916527228
866	0.191554446
867	0.1914879864
868	0.1913861799
869	0.1913116866
870	0.1912803137
871	0.1912397694
872	0.1912145835
873	0.1911305245
874	0.1909847892
875	0.1909173708
876	0.1908495944
877	0.1908294499
878	0.1907542815
879	0.1906874194
880	0.1906222556
881	0.1905796304
882	0.1905276568
883	0.1904801635
884	0.1904553829
885	0.190401627
886	0.1903638255
887	0.190312988
888	0.1902478385
889	0.1902040171
890	0.1901349564
891	0.1900393523
892	0.1899721967
893	0.1899400892
894	0.1899170637
895	0.1898209225
896	0.1897726274
897	0.1897344297
898	0.1896656352
899	0.1895566669
900	0.1895090193
901	0.1894349086
902	0.1893816686
903	0.1893116728
904	0.1892410726
905	0.1891524506
906	0.1890796432
907	0.1890122217
908	0.1889759177
909	0.1889036331
910	0.1888693019
911	0.1888160383
912	0.1887373993
913	0.1886694045
914	0.1885807535
915	0.1885181302
916	0.1884415962
917	0.1884082258
918	0.1883355865
919	0.1882871207
920	0.1882232931
921	0.1881323433
922	0.1881159495
923	0.1880605669
924	0.1879748325
925	0.1878922304
926	0.1878366853
927	0.1877863278
928	0.187713342
929	0.1877006587
930	0.1876198635
931	0.1875313664
932	0.1874812937
933	0.1873948884
934	0.1872848073
935	0.1872184922
936	0.1871149605
937	0.1870450664
938	0.1869581285
939	0.1869327401
940	0.186882829
941	0.1868353124
942	0.1868000665
943	0.1867637354
944	0.1867259436
945	0.1866283876
946	0.1865487636
947	0.1864916942
948	0.1864657561
949	0.1863969493
950	0.1863151661
951	0.1862073186
952	0.1861679548
953	0.1860783063
954	0.1860200952
955	0.185946752
956	0.1858631577
957	0.1858255049
958	0.185801097
959	0.1857292841
960	0.1856530069
961	0.1855951975
962	0.1854784145
963	0.1854176752
964	0.1853589951
965	0.1852771855
966	0.1852079453
967	0.1851575609
968	0.1851215838
969	0.1850768813
970	0.1850497402
971	0.1849936491
972	0.184954915
973	0.1849041742
974	0.1848035064
975	0.184768477
976	0.1847258466
977	0.1846604154
978	0.184587542
979	0.1844257635
980	0.1842486196
981	0.1842078792
982	0.1842024607
983	0.1841188089
984	0.1840618324
985	0.1839766766
986	0.1838734094
987	0.183802068
988	0.1837206776
989	0.1836799281
990	0.1836145918
991	0.1835681343
992	0.1834986205
993	0.1834224806
994	0.1833704421
995	0.1833295224
996	0.1831752164
997	0.1831396422
998	0.1831031066
999	0.1830528381
